rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
743,633,633,,no,no,Maria Sholokhova,22,RUS,RUS,50,,+2,,,,no
744,716,716,,no,no,Edda Mamedova,19,RUS,RUS,50,,+2,,,,no
745,NCH (755),745,755,yes,yes,Dune Vaissaud,18,FRA,FRA,50,+10,+2,**Qual. Grenoble W**,Lost in Grenoble R32,,yes
746,680,680,,no,no,Yasmin Ezzat,22,EGY,EGY,50,-30,-3,,,,no
747,668,668,,no,no,Zoziya Kardava,24,GEO,GEO,50,-28,-3,,,,no
748,5,5,,no,no,Sara Errani,38,ITA,ITA,49,-20,-2,,,,no
749,42,42,,no,no,Clara Burel,24,FRA,FRA,49,,-2,,,,no
750,319,319,,no,no,Evialina Laskevich,21,BLR,BLR,49,-8,-1,,,,no
751,CH,751,,yes,no,Laquisa Khan,23,AUS,AUS,49,,+1,,Lost in Brisbane 2 R32,,no
752,748,748,,no,no,Petra Konjikušić,18,SRB,SRB,49,,-4,,,,no
753,398,398,,no,no,Clara Vlasselaer,24,BEL,BEL,49,+4,+1,**Qual. Sheffield W**,Lost in Sheffield R32 Lost in Qual. Grenoble R2,,yes
754,584,584,,no,no,Nadiya Kolb,33,UKR,UKR,48,+8,+2,**Qual. Prague W**,Lost in Prague R32,,yes
755,727,727,,no,no,Meng Yi Chen,23,CHN,CHN,48,+15,+3,,Lost in Sharm El Sheikh 2 QF Lost in Sharm El Sheikh 3 R32,,no
756,278,278,,no,no,Adithya Karunaratne,24,HKG,HKG,48,+4,+1,,Lost in Antalya 5 R16 Lost in Qual. Antalya 6 R3,,no
757,525,525,,no,no,Ayumi Miyamoto,25,JPN,JPN,48,,-4,,,,no
758,754,754,,no,no,Vlada Mincheva,19,RUS,RUS,48,,-4,,,,no
759,685,685,,no,no,Laura Svatíková,31,SVK,SVK,48,,-3,,,,no
760,716,716,,no,no,Valentina Mediorreal Arias,18,COL,COL,47,,-2,,Lost in Manacor R32,,no
761,445,445,,no,no,Aneta Laboutková,25,CZE,CZE,47,,-2,,Lost in Qual. Prague R1,,no
762,442,442,,no,no,Océane Babel,21,FRA,FRA,47,+3,+1,,Lost in Qual. Grenoble R2,,no
763,319,319,,no,no,Naho Sato,25,JPN,JPN,47,+17,+3,**Qual. Brisbane 2 W**,Lost in Brisbane 2 R32,,yes
764,672,672,,no,no,Daria Yesypchuk,20,UKR,UKR,47,+9,+2,Monastir 7 QF,Lost in Monastir 6 QF,,yes
765,728,728,,no,no,Jimar Gerald Gonzalez,24,CHI,CHI,46,,-2,,,,no
766,622,622,,no,no,Patricija Paukstyte,21,LTU,LTU,46,,-2,,,,no
767,746,746,,no,no,Chelsea Fontenel,21,SUI,SUI,46,-17,-3,,,,no
768,764,764,,no,no,Noemi Maines,19,ITA,ITA,46,,-2,,Lost in Sharm El Sheikh 2 R16 Lost in Sharm El Sheikh 3 R16,,no
769,12,12,,no,no,Yanina Wickmayer,36,BEL,BEL,45,,-2,,,,no
770,753,753,,no,no,Giulia Safina Popa,16,ROU,ROU,45,,-2,,,,no
771,236,236,,no,no,Makenna Jones,27,USA,USA,45,,-2,,,,no
772,757,757,,no,no,Anne Christine Lutkemeyer Obregon,21,USA,USA,45,,-1,,,,no
773,658,658,,no,no,Federica Sacco,23,ITA,ITA,45,,-1,Manacor QF,,,yes
774,741,741,,no,no,Madelief Hageman,23,NED,NED,45,,,,Lost in Sharm El Sheikh 2 R32 Lost in Sharm El Sheikh 3 R32,,no
775,3,3,,no,no,Sloane Stephens,32,USA,USA,44,,,,,,no
776,CH,776,,yes,no,Bella Payne,18,USA,USA,44,,,,,,no
777,422,422,,no,no,Ani Amiraghyan,32,ARM,ARM,44,,,,,,no
778,719,719,,no,no,Yiming Dang,21,CHN,CHN,44,,,,,,no
779,743,743,,no,no,Aruzhan Sagandikova,21,KAZ,KAZ,44,,,,Lost in Sharm El Sheikh 3 R16,,no
780,356,356,,no,no,Nagi Hanatani,30,JPN,JPN,44,+10,+2,,Lost in Qual. Brisbane 2 R2,,no
781,359,359,,no,no,Adriana Reami,28,USA,USA,44,,,,,,no
782,607,607,,no,no,Honoka Kobayashi,25,JPN,JPN,44,,,,,,no
783,496,496,,no,no,Monika Stankiewicz,19,POL,POL,43,,,,,,no
784,704,704,,no,no,Chloé Noël,21,FRA,FRA,43,,,,,,no
785,674,674,,no,no,Marie Villet,29,FRA,FRA,43,,,,Lost in Monastir 6 R32 Lost in Qual. Grenoble R1,,no
786,730,730,,no,no,Gaeul Jang,19,KOR,KOR,42,,,,,,no
787,728,728,,no,no,Iveta Dapkutė,33,LTU,LTU,42,,,,,,no
788,CH,788,,yes,no,Polina Kuharenko,17,BLR,BLR,42,,,,,,no
789,387,387,,no,no,Jacqueline Cabaj Awad,30,SWE,SWE,42,,,,Lost in Sharm El Sheikh 2 R32,,no
790,397,397,,no,no,Živa Falkner,23,SLO,SLO,42,-29,-5,,,,no
791,CH,791,,yes,no,Anastasiia Firman,19,UKR,UKR,42,,,,,,no
792,781,781,,no,no,Maria Toma,27,ROU,ROU,42,,,,,,no
793,708,708,,no,no,Linda Ševčíková,27,CZE,CZE,42,,,,,,no
794,CH,794,,yes,no,Daphnée Mpetshi Perricard,17,FRA,FRA,41,,,,,,no
795,794,794,,no,no,Kailey Evans,23,USA,USA,41,,,,,,no
796,727,727,,no,no,Victoria Gomez,22,ESP,ESP,41,,,,,,no
797,180,180,,no,no,Yuliya Hatouka,25,BLR,BLR,41,,+1,,,,no
798,NCH (799),798,799,yes,yes,Belle Thompson,26,AUS,AUS,41,+4,+1,,Lost in Brisbane 2 R32,,no
799,537,537,,no,no,Mana Kawamura,24,JPN,JPN,41,,,,Lost in Antalya 5 R32 Lost in Qual. Antalya 6 R2,,no
800,287,287,,no,no,Petra Hule,26,AUS,AUS,40,,,,,,no
801,772,772,,no,no,Viola Turini,20,ITA,ITA,40,+16,+3,,Lost in Antalya 5 QF Lost in Qual. Antalya 6 R3,,no
802,725,725,,no,no,Onyu Choi,19,KOR,KOR,40,,-1,,Lost in Monastir 7 R32,,no
803,628,628,,no,no,Romina Ccuno,23,PER,PER,40,,,,,,no
804,317,317,,no,no,Michaela Bayerlová,27,CZE,CZE,39,,,,,,no
805,13,13,,no,no,Jennifer Brady,30,USA,USA,39,,,,,,no
806,186,186,,no,no,Ya-Hsuan Lee,30,TWN,TWN,39,,,,Lost in Sharm El Sheikh 2 R32,,no
807,CH,807,,yes,no,Maia Ilinca Burcescu,16,ROU,ROU,39,,,,,,no
808,411,411,,no,no,Jessica Failla,28,USA,USA,38,,,,,,no
809,463,463,,no,no,İlay Yörük,24,TUR,TUR,38,,,,Lost in Antalya 5 R32 Lost in Antalya 6 R32,,no
810,147,147,,no,no,Jaimee Fourlis,26,AUS,AUS,38,,,,,,no
811,CH,811,,yes,no,Ella Haavisto,23,FIN,FIN,38,,,,,,no
812,752,752,,no,no,Astrid Brune Olsen,26,NOR,NOR,38,,,,,,no
813,468,468,,no,no,Merel Hoedt,26,NED,NED,38,,,Manacor R16,,,yes
814,196,196,,no,no,Diāna Marcinkēviča,33,LAT,LAT,38,,,,,,no
815,785,785,,no,no,Lilian Poling,28,USA,USA,38,,,,,,no
816,815,815,,no,no,Kristina Penickova,16,USA,USA,37,,,,,,no
817,NCH (818),817,818,yes,yes,Luna Vujović,16,SRB,SRB,37,,+1,,,,no
818,NCH (866),818,866,yes,yes,Laima Vladson,18,UZB,UZB,37,+55,+6,,Lost in Antalya 5 SF **Qual. Antalya 6 W** Lost in Antalya 6 R16,,no
819,766,766,,no,no,Yujin Kim,20,KOR,KOR,37,+5,+1,,Lost in Monastir 6 R16 Lost in Monastir 7 R32,,no
820,816,816,,no,no,Marianna Argyrokastriti,24,GRE,GRE,37,,-1,,,,no
821,738,738,,no,no,Valentina Ivanov,24,NZL,NZL,37,+49,+5,**Qual. Sheffield W**,Lost in Sheffield R16,,yes
822,5,5,,no,no,Eugénie Bouchard,31,CAN,CAN,36,,-2,,,,no
823,330,330,,no,no,Nika Radišić,25,SLO,SLO,36,,-2,,,,no
824,788,788,,no,no,Mara Gae,20,ROU,ROU,36,,-2,,,,no
825,823,823,,no,no,Shannon Lam,17,USA,USA,36,,-2,,,,no
826,366,366,,no,no,Lucie Nguyen Tan,22,FRA,FRA,36,+69,+8,**Qual. Grenoble W**,Lost in Grenoble R16,,yes
827,531,531,,no,no,Arina Vasilescu,28,ROU,ROU,36,+18,+2,,Lost in Qual. Pune R2,,no
828,625,625,,no,no,Tilwith Di Girolami,22,BEL,BEL,36,,-2,,,,no
829,827,827,,no,no,Carolina Bohrer Martins,18,BRA,BRA,36,,-2,,,,no
830,826,826,,no,no,Maddalena Giordano,22,ITA,ITA,36,,-2,,Lost in Sharm El Sheikh 3 R32,,no
831,362,362,,no,no,Daria Kudashova,22,RUS,RUS,35,,-2,,,,no
832,317,317,,no,no,María Fernanda Herazo,28,COL,COL,35,,-2,,,,no
833,830,830,,no,no,Sonja Zhenikhova,17,GER,GER,35,,-2,,Lost in Antalya 5 R32,,no
834,802,802,,no,no,Maria Torres Murcia,23,COL,COL,35,,-2,,Lost in Qual. Antalya 6 R2,,no
835,833,833,,no,no,Linea Bajraliu,19,SWE,SWE,35,,-2,,Lost in Sharm El Sheikh 3 R32,,no
836,545,545,,no,no,Joy de Zeeuw,19,NED,NED,35,,-2,,,,no
837,NCH (844),837,844,yes,yes,Amy Sucha,18,CZE,CZE,35,+15,+2,,Lost in Qual. Prague R2,,no
838,151,151,,no,no,Victoria Kan,30,RUS,RUS,35,,-3,,,,no
839,757,757,,no,no,Raquel Gonzalez Vilar,21,ESP,ESP,35,,-3,,,,no
840,548,548,,no,no,Arabella Koller,25,AUT,AUT,35,-15,-1,,,,no
841,766,766,,no,no,Suana Tućaković,21,BIH,BIH,35,,-4,,,,no
842,838,838,,no,no,Kate Mansfield,21,USA,USA,35,,-4,,,,no
843,833,833,,no,no,Klara Veldman,22,NED,NED,35,,-4,,,,no
844,833,833,,no,no,Xinran Sun,15,CHN,CHN,34,,-4,,,,no
845,718,718,,no,no,Mao Mushika,20,JPN,JPN,34,,-4,,,,no
846,352,352,,no,no,Arlinda Rushiti,26,KOS,KOS,34,-49,-7,Sharm El Sheikh 3 QF,Lost in Sharm El Sheikh 2 R32,,yes
847,842,842,,no,no,Jamilah Snells,23,USA,USA,34,,-5,Sharm El Sheikh 3 QF,,,yes
848,430,430,,no,no,Karine Sarkisova,27,RUS,RUS,34,,-5,,,,no
849,627,627,,no,no,Gaia Squarcialupi,28,ITA,ITA,34,,-5,,,,no
850,846,846,,no,no,Carolin Raschdorf,19,GER,GER,34,,-4,,,,no
851,842,842,,no,no,Lavinia Luciano,19,ITA,ITA,34,,-4,,,,no
852,658,658,,no,no,Anja Wildgruber,23,GER,GER,34,,-4,,Lost in Sharm El Sheikh 2 R32 Lost in Sharm El Sheikh 3 R32,,no
853,504,504,,no,no,Celia Cerviño Ruiz,28,ESP,ESP,33,,-4,,Lost in Qual. Grenoble R1,,no
854,725,725,,no,no,Dj Bennett,22,USA,USA,33,,-3,,,,no
855,843,843,,no,no,Anastasija Cvetković,17,SRB,SRB,33,,-2,,,,no
856,NCH (891),856,891,yes,yes,Dunja Marić,19,SRB,SRB,33,+48,+6,,Lost in Monastir 6 SF,,no
857,786,786,,no,no,Johanna Silva,28,GER,GER,33,,-3,,,,no
858,846,846,,no,no,Coco Bosman,22,NED,NED,33,,-3,,,,no
859,626,626,,no,no,Vicky Van De Peer,25,BEL,BEL,33,,-3,,,,no
860,857,857,,no,no,Diana-Ioana Simionescu,18,ROU,ROU,33,,-3,,,,no
861,451,451,,no,no,Julia Stamatova,32,BUL,BUL,33,,-3,,,,no
862,854,854,,no,no,Defne Cirpanli,21,TUR,TUR,32,,-2,,Lost in Sharm El Sheikh 2 R32 Lost in Sharm El Sheikh 3 R32,,no
863,858,858,,no,no,Irem Kurt,18,TUR,TUR,32,,-2,,Lost in Antalya 5 R32,,no
864,548,548,,no,no,Inês Murta,28,POR,POR,32,-14,-1,,,,no
865,NCH (981),865,981,yes,yes,Jizelle Sibai,16,AUS,AUS,32,+12,+116,**Qual. Brisbane 2 W**,Lost in Brisbane 2 R16,,yes
866,725,725,,no,no,Akanksha Nitture,22,IND,IND,32,,-4,,Lost in Qual. Pune R1,,no
867,852,852,,no,no,Shiyu Ye,18,CHN,CHN,32,,-4,,,,no
868,694,694,,no,no,Sofia Rojas,23,USA,USA,32,,-4,,,,no
869,853,853,,no,no,Ophélie Boullay,17,FRA,FRA,32,,-4,,,,no
870,188,188,,no,no,Akiko Omae,33,JPN,JPN,32,,-4,,,,no
871,184,184,,no,no,Polina Leykina,31,RUS,RUS,32,,-4,,Lost in Qual. Monastir 6 R2,,no
872,862,862,,no,no,Louna Zoppas,18,FRA,FRA,32,,-4,,,,no
873,861,861,,no,no,Claudia Ferrer Perez,19,ESP,ESP,32,,-4,,,,no
874,546,546,,no,no,Angelina Wirges,23,GER,GER,32,-15,-1,,Lost in Manacor R32,,no
875,843,843,,no,no,Natalia Sousa Salazar,19,MEX,MEX,31,,-4,,,,no
876,699,699,,no,no,Sabastiani Leon,33,MEX,MEX,31,,-4,,,,no
877,662,662,,no,no,Alicia Smith,29,AUS,AUS,31,,-3,,Lost in Qual. Brisbane 2 R1,,no
878,616,616,,no,no,Camilla Gennaro,22,ITA,ITA,31,+8,+1,**Qual. Antalya 5 W**,Lost in Antalya 5 R16 Lost in Qual. Antalya 6 R1,,yes
879,159,159,,no,no,Jingjing Lu,36,CHN,CHN,30,,-4,,,,no
880,763,763,,no,no,Julia Garcia,22,MEX,MEX,30,,-4,,,,no
881,821,821,,no,no,Sae Noguchi,18,JPN,JPN,30,,-4,**Qual. Sharm El Sheikh 2 W**,Lost in Sharm El Sheikh 2 R32,,yes
882,307,307,,no,no,Karina Miller,23,USA,USA,30,,-4,,,,no
883,859,859,,no,no,Angelica Blake,25,GBR,GBR,30,,-4,,,,no
884,875,875,,no,no,Aspen Schuman,18,USA,USA,30,,-4,,,,no
885,881,881,,no,no,Ava Rodriguez,17,USA,USA,30,,-4,,,,no
886,879,879,,no,no,Lucie Petruželová,23,CZE,CZE,30,,-4,,,,no
887,NCH (907),887,907,yes,yes,Shiho Tsujioka,19,JPN,JPN,30,+20,+3,**Qual. Sharm El Sheikh 2 W**,Lost in Sharm El Sheikh 2 QF,,yes
888,732,732,,no,no,Darja Suvirdjonkova,20,SRB,SRB,30,,-5,,,,no
889,884,884,,no,no,Isabella Barrera Aguirre,22,USA,USA,30,,-5,,,,no
890,870,870,,no,no,Anna Pircher,15,AUT,AUT,29,,-3,,,,no
891,612,612,,no,no,Diana Demidova,28,RUS,RUS,29,,-3,,,,no
892,889,889,,no,no,Anna Snigireva,18,RUS,RUS,29,,-3,,,,no
893,838,838,,no,no,Agustina Chlpac,29,ARG,ARG,29,,-3,,Lost in Monastir 7 R32,,no
894,883,883,,no,no,Paula Cembranos,22,SUI,SUI,29,-9,-1,,,,no
895,880,880,,no,no,Wozuko Mdlulwa,18,RSA,RSA,29,,-4,,,,no
896,NCH (997),896,997,yes,yes,Amy Stevens,23,AUS,AUS,28,+9,+101,,Lost in Brisbane 2 R16,,no
897,872,872,,no,no,Ava Hrastar,23,USA,USA,28,,-5,Manacor R16,Lost in Qual. Sheffield R1,,yes
898,297,297,,no,no,Julieta Estable,28,ARG,ARG,28,,-5,,,,no
899,894,894,,no,no,Maria Lazarenko,17,UKR,UKR,28,,-5,,,,no
900,896,896,,no,no,Abigail Rencheli,23,USA,USA,28,,-4,,,,no
901,NCH (960),901,960,yes,yes,Nada Fouad,22,EGY,EGY,28,+59,+6,Sharm El Sheikh 3 QF,Lost in Sharm El Sheikh 2 SF,,yes
902,897,897,,no,no,Lorena Solar Donoso,18,ESP,ESP,28,,-5,,Lost in Manacor R32,,no
903,569,569,,no,no,Salma Drugdová,21,SVK,SVK,28,,-5,,,,no
904,346,346,,no,no,Elena-Teodora Cadar,31,ROU,ROU,28,,-5,,,,no
905,843,843,,no,no,Alexandra Vasilyeva,24,RUS,RUS,28,,-5,,,,no
906,410,410,,no,no,Dimitra Pavlou,21,GRE,GRE,27,,-5,,,,no
907,NCH (917),907,917,yes,yes,Shruti Ahlawat,19,IND,IND,27,+10,+2,,Lost in Qual. Pune R2,,no
908,889,889,,no,no,Tianmei Wang,18,USA,USA,27,,-5,,,,no
909,906,906,,no,no,Arina Varaksina,18,RUS,RUS,27,,-3,,,,no
910,908,908,,no,no,Maya Iyengar,18,USA,USA,26,,-2,,,,no
911,635,635,,no,no,Candela Vazquez,17,ARG,ARG,26,,-2,,,,no
912,910,910,,no,no,Petra Sedláčková,24,CZE,CZE,26,,-2,,,,no
913,785,785,,no,no,Lauryn John-Baptiste,26,GBR,GBR,26,+54,+5,**Qual. Sheffield W**,Lost in Sheffield R16,,yes
914,848,848,,no,no,Lucie Urbanová,19,CZE,CZE,26,,-3,,,,no
915,912,912,,no,no,Beatrice Stagno,22,ITA,ITA,26,,-3,,,,no
916,878,878,,no,no,Indianna Spink,23,GBR,GBR,26,,-3,,Lost in Qual. Sheffield R2,,no
917,875,875,,no,no,Mila Masić,28,SRB,SRB,26,,-3,,,,no
918,915,915,,no,no,Neus Torner Sensano,18,ESP,ESP,25,,-3,Manacor R16,,,yes
919,480,480,,no,no,Qiuyu Ye,28,CHN,CHN,25,,-3,,,,no
920,918,918,,no,no,Teah Chavez,20,CAN,CAN,25,,-2,,,,no
921,318,318,,no,no,Da-bin Kim,29,KOR,KOR,25,,-2,,,,no
922,887,887,,no,no,Tiana Tian Deng,17,SWE,SWE,25,,-2,,,,no
923,914,914,,no,no,Jordyn Mcbride,24,USA,USA,25,,-2,,,,no
924,734,734,,no,no,Polina Bakhmutkina,26,BEL,BEL,25,,-1,,Lost in Qual. Pune R1,,no
925,123,123,,no,no,Mirjam Björklund,27,SWE,SWE,24,,,,,,no
926,788,788,,no,no,Celine Simunyu,21,IRL,IRL,24,,+1,,,,no
927,626,626,,no,no,Alexandra Osborne,30,AUS,AUS,24,+22,+2,,Lost in Qual. Brisbane 2 R2,,no
928,907,907,,no,no,Elyse Tse,21,NZL,NZL,24,+24,+2,,Lost in Qual. Brisbane 2 R2 Lost in Brisbane 2 R32,,no
929,739,739,,no,no,Yu Jin Ahn,28,KOR,KOR,24,,-1,,,,no
930,926,926,,no,no,Elza Tomase,24,LAT,LAT,24,,-1,,,,no
931,856,856,,no,no,Cherry Kim,25,KOR,KOR,24,-26,-3,,,,no
931,207,207,,no,no,Irina Fetecău,29,ROU,ROU,24,,-1,,,,no
933,931,931,,no,no,Anjali Rathi,19,IND,IND,24,,-2,,,,no
934,813,813,,no,no,Yingqun Sun,20,CHN,CHN,24,,-2,**Qual. Monastir 6 W**,Lost in Monastir 6 R32 **Qual. Monastir 7 W** Lost in Monastir 7 R32,,yes
935,906,906,,no,no,Romane Longueville,20,BEL,BEL,24,-13,-1,,,,no
936,773,773,,no,no,Clarissa Blomqvist,21,FIN,FIN,24,-12,-1,,,,no
937,920,920,,no,no,Victoria Pohle,18,GER,GER,24,,-4,**Qual. Manacor W**,Lost in Manacor R16,,yes
938,826,826,,no,no,Simona Ogescu,23,ROU,ROU,24,,-4,,,,no
939,20,20,,no,no,Mihaela Buzărnescu,37,ROU,ROU,23,,-4,,,,no
940,814,814,,no,no,Ana Filipa Santos,30,POR,POR,23,,-4,,,,no
941,800,800,,no,no,Maria Garcia Cid,20,ESP,ESP,23,,-3,Manacor QF**Qual. Manacor W**,,,yes
942,720,720,,no,no,Stefania Rogozińska-Dzik,24,POL,POL,23,,-3,,,,no
943,940,940,,no,no,Adriana Tkachenko,18,UKR,UKR,23,,-3,,,,no
944,375,375,,no,no,Olga Helmi,25,DEN,DEN,23,,-3,,,,no
945,942,942,,no,no,Marta Lombardini,22,ITA,ITA,23,,-3,,,,no
946,943,943,,no,no,Stefaniya Pushkar,18,SUI,SUI,23,,-3,,Lost in Qual. Sharm El Sheikh 2 R2,,no
947,523,523,,no,no,Chantal Sauvant,23,GER,GER,23,,-3,,,,no
948,900,900,,no,no,Valeriia Artemeva,18,RUS,RUS,23,,-3,**Qual. Monastir 7 W**,Lost in Monastir 7 R16,,yes
949,561,561,,no,no,Lisa-Marie Rioux,28,JPN,JPN,23,,-3,,,,no
950,947,947,,no,no,Maëlle Leclercq,22,FRA,FRA,23,,-3,,,,no
951,81,81,,no,no,Ysaline Bonaventure,31,BEL,BEL,22,-26,-2,,,,no
952,889,889,,no,no,Sara Svetac,21,CRO,CRO,22,,-4,,,,no
953,528,528,,no,no,Eszter Méri,23,SVK,SVK,22,,-3,,,,no
954,785,785,,no,no,Sylvie Zund,24,LIE,LIE,22,,-3,,,,no
955,953,953,,no,no,Krisha Mahendran,19,IND,IND,22,,-2,,,,no
956,943,943,,no,no,Francesca Mattioli,19,ITA,ITA,22,,-2,,,,no
957,955,955,,no,no,Shihomi Li Xuan Leong,18,MAS,MAS,22,,-2,,,,no
958,842,842,,no,no,Savannah Broadus,23,USA,USA,22,,-2,,,,no
959,957,957,,no,no,Xi Luo,18,CHN,CHN,22,,-2,,,,no
960,958,958,,no,no,Jo-Yee Chan,22,USA,USA,22,,-2,,,,no
961,821,821,,no,no,Fang An Lin,20,TWN,TWN,22,,-2,,,,no
962,961,961,,no,no,Valentina Losciale,29,ITA,ITA,22,,-1,,,,no
963,852,852,,no,no,Arina Arifullina,20,RUS,RUS,22,,-1,,Lost in Qual. Grenoble R1,,no
964,144,144,,no,no,Eri Hozumi,31,JPN,JPN,21,,-1,,,,no
965,CH,965,,yes,no,Fanny Norin,24,SWE,SWE,21,,,,,,no
966,752,752,,no,no,Aysegul Mert,21,TUR,TUR,21,,,,,,no
967,928,928,,no,no,Antonia Stoyanov,16,NED,NED,21,,,,,,no
968,NCH (969),968,969,yes,yes,Didi Bredberg Canizares,21,USA,USA,21,,+1,,,,no
969,NCH (970),969,970,yes,yes,Carson Tanguilig,22,USA,USA,21,,+1,,,,no
970,NCH (971),970,971,yes,yes,Felitsata Dorofeeva-Rybas,16,RUS,RUS,21,,+1,,,,no
971,714,714,,no,no,Solymar Colling,25,USA,USA,21,,+1,,,,no
972,NCH (973),972,973,yes,yes,Amelia Paszun,18,POL,POL,21,,+1,**Qual. Monastir 6 W**,Lost in Monastir 6 R32,,yes
973,948,948,,no,no,Elizabeth Ionescu,17,USA,USA,21,,+1,,,,no
974,NCH (975),974,975,yes,yes,Alesia Breaz,18,ROU,ROU,21,,+1,,,,no
975,NCH (976),975,976,yes,yes,Inka Wawrzkiewicz,17,POL,POL,21,,+1,**Qual. Sharm El Sheikh 2 W**,Lost in Sharm El Sheikh 2 R32 Lost in Sharm El Sheikh 3 R32,,yes
976,817,817,,no,no,Nanari Katsumi,22,JPN,JPN,21,,+1,**Qual. Antalya 5 W**,Lost in Antalya 5 R32 Lost in Qual. Antalya 6 R1,,yes
977,NCH (978),977,978,yes,yes,Yushan Shao,17,CHN,CHN,20,,+1,,,,no
978,286,286,,no,no,Freya Christie,28,GBR,GBR,20,-14,-1,,,,no
979,NCH (980),979,980,yes,yes,Giselle Isabella Guillen,17,AUS,AUS,20,,+1,,,,no
980,NCH (982),980,982,yes,yes,Ruby Cooling,18,GBR,GBR,20,,+2,,Lost in Sheffield R32,,no
981,663,663,,no,no,Eleonora Alvisi,22,ITA,ITA,20,,+2,,,,no
982,161,161,,no,no,Anne Schäfer,38,GER,GER,20,,+2,,,,no
983,289,289,,no,no,Veronica Miroshnichenko,28,RUS,RUS,20,,+2,,,,no
984,977,977,,no,no,Annika Penickova,16,USA,USA,20,,+2,,,,no
985,NCH (987),985,987,yes,yes,Ingrid Millan,24,MEX,MEX,20,,+2,,,,no
986,930,930,,no,no,Lucie Pawlak,19,FRA,FRA,20,,+2,,,,no
987,NCH (989),987,989,yes,yes,Sara Victoria Balan,17,ROU,ROU,20,,+2,,,,no
988,NCH (990),988,990,yes,yes,Kamonwan Yodpetch,18,THA,THA,20,,+2,,,,no
989,980,980,,no,no,Ustiniya Lekomtseva,19,RUS,RUS,20,,+2,,,,no
990,NCH (992),990,992,yes,yes,Patricia Goina,20,ROU,ROU,20,,+2,,,,no
991,NCH (993),991,993,yes,yes,Cindy Langlais,16,FRA,FRA,19,,+2,,,,no
992,979,979,,no,no,Claudia Sofia Martinez Solis,21,MEX,MEX,19,-13,-1,,,,no
993,846,846,,no,no,Sofia Da Cruz Mendonça,23,BRA,BRA,19,,+1,994**NCH 1016**Sarah Mildren 17 AUS 19+38+2,Lost in Qual. Brisbane 2 R2 995**NCH 1122**Allegra Korpanec Davies 18 GBR 19+132+6 Lost in Monastir 6 SF Lost in Monastir 7 R16,,yes
996,943,943,,no,no,Kallista Liu,21,HKG,HKG,19,,,,,,no
997,644,644,,no,no,Kylie McKenzie,26,USA,USA,19,,,,,,no
998,NCH (999),998,999,yes,yes,Anna Pushkareva,16,RUS,RUS,19,,+1,,,,no
999,589,589,,no,no,Allura Zamarripa,23,USA,USA,19,,+1,,,,no
1000,974,974,,no,no,Gloriana Nahum,19,BEN,BEN,19,,+1,"Next In Play : **WTA1000** Doha,​Dubai **WTA125** Oeiras **W75** Brisbane 2,​Prague,​Pune **W50** Grenoble **W35** Antalya 6 **W15** Manacor,​Monastir 7,​Sharm El Sheikh 3 Highlight Country :",,,yes
